sub_votproCodigoProvincia,vot_depCodigoDepartamento,vot_munCodigoMunicipio,vot_codFormula,vot_parCodigo,votVotosPartido,votPorcenVotos
"08","999","999","0135","0135",450998,5.38300018e+01
"09","001","999","0131","0131",77122,5.42099991e+01
"09","001","999","0135","0135",65136,4.57900009e+01
"09","002","999","0131","0131",8676,6.87099991e+01
"09","002","999","0135","0135",3951,3.12900009e+01
"09","003","999","0131","0131",36907,7.16100006e+01
"09","003","999","0135","0135",14633,2.83899994e+01
"09","004","999","0131","0131",25993,6.72300034e+01
"09","004","999","0135","0135",12670,3.27700005e+01
"09","005","999","0131","0131",9128,7.63000031e+01
"09","005","999","0135","0135",2835,2.37000008e+01
"09","006","999","0131","0131",29539,7.13899994e+01
"09","006","999","0135","0135",11839,2.86100006e+01
"09","007","999","0131","0131",5912,7.71500015e+01
"09","007","999","0135","0135",1751,2.28500004e+01
"09","008","999","0131","0131",6776,8.26699982e+01
"09","008","999","0135","0135",1420,1.73299999e+01
"09","009","999","0131","0131",5383,7.80800018e+01
"09","009","999","0135","0135",1511,2.19200001e+01
"09","999","999","0131","0131",205436,6.39599991e+01
"09","999","999","0135","0135",115746,3.60400009e+01
"10","001","999","0131","0131",64195,4.10999985e+01
"10","001","999","0135","0135",91999,5.89000015e+01
"10","002","999","0131","0131",14221,4.27799988e+01
"10","002","999","0135","0135",19019,5.72200012e+01
"10","003","999","0131","0131",1599,5.49700012e+01
"10","003","999","0135","0135",1310,4.50299988e+01
"10","004","999","0131","0131",25093,4.58800011e+01
"10","004","999","0135","0135",29605,5.41199989e+01
"10","005","999","0131","0131",23686,5.13800011e+01
"10","005","999","0135","0135",22412,4.86199989e+01
"10","006","999","0131","0131",6431,6.00699997e+01
"10","006","999","0135","0135",4274,3.99300003e+01
"10","007","999","0131","0131",24734,5.22700005e+01
"10","007","999","0135","0135",22583,4.77299995e+01
"10","008","999","0131","0131",0,0.00000000e+00
"10","008","999","0135","0135",0,0.00000000e+00
"10","009","999","0131","0131",1948,5.74599991e+01
"10","009","999","0135","0135",1442,4.25400009e+01
"10","010","999","0131","0131",4239,5.70400009e+01
"10","010","999","0135","0135",3193,4.29599991e+01
"10","011","999","0131","0131",5910,5.65600014e+01
"10","011","999","0135","0135",4539,4.34399986e+01
"10","012","999","0131","0131",4115,5.85299988e+01
"10","012","999","0135","0135",2915,4.14700012e+01
"10","013","999","0131","0131",638,6.82399979e+01
"10","013","999","0135","0135",297,3.17600002e+01
"10","014","999","0131","0131",1261,6.76100006e+01
"10","014","999","0135","0135",604,3.23899994e+01
"10","015","999","0131","0131",6763,6.04000015e+01
"10","015","999","0135","0135",4434,3.95999985e+01
"10","016","999","0131","0131",1369,6.56600037e+01
"10","016","999","0135","0135",716,3.43400002e+01
"10","999","999","0131","0131",186202,4.70699997e+01
"10","999","999","0135","0135",209342,5.29300003e+01
"11","001","999","0131","0131",3285,4.47799988e+01
"11","001","999","0135","0135",4051,5.52200012e+01
"11","002","999","0131","0131",36270,5.22700005e+01
"11","002","999","0135","0135",33123,4.77299995e+01
"11","003","999","0131","0131",932,6.89300003e+01
"11","003","999","0135","0135",420,3.10699997e+01
"11","004","999","0131","0131",2274,4.55099983e+01
"11","004","999","0135","0135",2723,5.44900017e+01
"11","005","999","0131","0131",1223,6.61100006e+01
"11","005","999","0135","0135",627,3.38899994e+01
"11","006","999","0131","0131",3669,4.54599991e+01
"11","006","999","0135","0135",4402,5.45400009e+01
"11","007","999","0131","0131",561,6.50100021e+01
"11","007","999","0135","0135",302,3.49900017e+01
"11","008","999","0131","0131",4946,5.21199989e+01
"11","008","999","0135","0135",4543,4.78800011e+01
"11","009","999","0131","0131",376,6.40500031e+01
"11","009","999","0135","0135",211,3.59500008e+01
"11","010","999","0131","0131",2025,3.58800011e+01
"11","010","999","0135","0135",3619,6.41200027e+01
"11","011","999","0131","0131",2158,3.89199982e+01
"11","011","999","0135","0135",3387,6.10800018e+01
"11","012","999","0131","0131",3192,5.48699989e+01
"11","012","999","0135","0135",2625,4.51300011e+01
"11","013","999","0131","0131",106,6.34700012e+01
"11","013","999","0135","0135",61,3.65299988e+01
"11","014","999","0131","0131",148,4.79000015e+01
"11","014","999","0135","0135",161,5.20999985e+01
"11","015","999","0131","0131",18210,4.66699982e+01
"11","015","999","0135","0135",20805,5.33300018e+01
"11","016","999","0131","0131",2962,5.28199997e+01
"11","016","999","0135","0135",2646,4.71800003e+01
"11","017","999","0131","0131",2429,4.12700005e+01
"11","017","999","0135","0135",3456,5.87299995e+01
"11","018","999","0131","0131",3415,4.98100014e+01
"11","018","999","0135","0135",3441,5.01899986e+01
"11","019","999","0131","0131",5094,4.59199982e+01
"11","019","999","0135","0135",6000,5.40800018e+01
"11","020","999","0131","0131",4465,5.26100006e+01
"11","020","999","0135","0135",4022,4.73899994e+01
"11","021","999","0131","0131",2058,5.52299995e+01
"11","021","999","0135","0135",1668,4.47700005e+01
"11","022","999","0131","0131",4215,4.29700012e+01
"11","022","999","0135","0135",5595,5.70299988e+01
"11","999","999","0131","0131",104013,4.90900002e+01
"11","999","999","0135","0135",107888,5.09099998e+01
"12","001","999","0131","0131",41533,3.82599983e+01
"12","001","999","0135","0135",67024,6.17400017e+01
"12","002","999","0131","0131",1194,5.23499985e+01
"12","002","999","0135","0135",1087,4.76500015e+01
"12","003","999","0131","0131",1870,5.46599998e+01
"12","003","999","0135","0135",1551,4.53400002e+01
"12","004","999","0131","0131",4675,5.31899986e+01
"12","004","999","0135","0135",4114,4.68100014e+01
"12","005","999","0131","0131",1290,5.24599991e+01
"12","005","999","0135","0135",1169,4.75400009e+01
"12","006","999","0131","0131",10719,3.76100006e+01
"12","006","999","0135","0135",17779,6.23899994e+01
"12","007","999","0131","0131",1862,4.58199997e+01
"12","007","999","0135","0135",2202,5.41800003e+01
"12","008","999","0131","0131",3704,5.55699997e+01
"12","008","999","0135","0135",2962,4.44300003e+01
"12","009","999","0131","0131",784,5.88100014e+01
"12","009","999","0135","0135",549,4.11899986e+01
"12","010","999","0131","0131",1011,6.09399986e+01
"12","010","999","0135","0135",648,3.90600014e+01
"12","011","999","0131","0131",914,6.13400002e+01
"12","011","999","0135","0135",576,3.86599998e+01
"12","012","999","0131","0131",3848,4.54000015e+01
"12","012","999","0135","0135",4628,5.45999985e+01
"12","013","999","0131","0131",1125,6.21899986e+01
"12","013","999","0135","0135",684,3.78100014e+01
"12","014","999","0131","0131",1943,4.43499985e+01
"12","014","999","0135","0135",2438,5.56500015e+01
"12","015","999","0131","0131",1519,6.14700012e+01
"12","015","999","0135","0135",952,3.85299988e+01
"12","016","999","0131","0131",2869,6.64100037e+01
"12","016","999","0135","0135",1451,3.35900002e+01
"12","017","999","0131","0131",5286,6.30400009e+01
"12","017","999","0135","0135",3099,3.69599991e+01
"12","018","999","0131","0131",1647,5.82799988e+01
"12","018","999","0135","0135",1179,4.17200012e+01
"12","999","999","0131","0131",87793,4.34900017e+01
"12","999","999","0135","0135",114092,5.65099983e+01
"13","001","999","0131","0131",22635,2.99500008e+01
"13","001","999","0135","0135",52932,7.00500031e+01
"13","002","999","0131","0131",42195,3.48400002e+01
"13","002","999","0135","0135",78906,6.51600037e+01
"13","003","999","0131","0131",65738,3.81500015e+01
"13","003","999","0135","0135",106588,6.18499985e+01
"13","004","999","0131","0131",54856,4.54599991e+01
"13","004","999","0135","0135",65813,5.45400009e+01
"13","005","999","0131","0131",15066,5.97599983e+01
"13","005","999","0135","0135",10143,4.02400017e+01
"13","006","999","0131","0131",49250,4.53199997e+01
"13","006","999","0135","0135",59431,5.46800003e+01
"13","007","999","0131","0131",30301,3.86199989e+01
"13","007","999","0135","0135",48155,6.13800011e+01
"13","008","999","0131","0131",9038,4.68100014e+01
"13","008","999","0135","0135",10270,5.31899986e+01
"13","009","999","0131","0131",34809,4.70200005e+01
"13","009","999","0135","0135",39219,5.29799995e+01
"13","010","999","0131","0131",10552,3.99000015e+01
"13","010","999","0135","0135",15897,6.00999985e+01
"13","011","999","0131","0131",14935,4.24700012e+01
"13","011","999","0135","0135",20227,5.75299988e+01
"13","012","999","0131","0131",13910,4.46100006e+01
"13","012","999","0135","0135",17273,5.53899994e+01
"13","013","999","0131","0131",9027,4.35999985e+01
"13","013","999","0135","0135",11677,5.64000015e+01
"13","014","999","0131","0131",6150,5.51899986e+01
"13","014","999","0135","0135",4994,4.48100014e+01
"13","015","999","0131","0131",3416,4.77000008e+01
"13","015","999","0135","0135",3746,5.22999992e+01
"13","016","999","0131","0131",56527,4.97000008e+01
"13","016","999","0135","0135",57201,5.02999992e+01
"13","017","999","0131","0131",8732,5.21699982e+01
"13","017","999","0135","0135",8006,4.78300018e+01
"13","018","999","0131","0131",14675,5.00499992e+01
"13","018","999","0135","0135",14643,4.99500008e+01
"13","999","999","0131","0131",461812,4.24900017e+01
"13","999","999","0135","0135",625121,5.75099983e+01
"14","001","999","0131","0131",96643,4.70800018e+01
"14","001","999","0135","0135",108644,5.29199982e+01
"14","002","999","0131","0131",14424,5.63400002e+01
"14","002","999","0135","0135",11179,4.36599998e+01
"14","003","999","0131","0131",10767,6.36599998e+01
"14","003","999","0135","0135",6146,3.63400002e+01
"14","004","999","0131","0131",18388,6.00800018e+01
"14","004","999","0135","0135",12217,3.99199982e+01
"14","005","999","0131","0131",3623,6.51500015e+01
"14","005","999","0135","0135",1938,3.48499985e+01
"14","006","999","0131","0131",8094,6.58399963e+01
"14","006","999","0135","0135",4200,3.41599998e+01
"14","007","999","0131","0131",22564,6.58399963e+01
"14","007","999","0135","0135",11708,3.41599998e+01
"14","008","999","0131","0131",39215,6.05900002e+01
"14","008","999","0135","0135",25505,3.94099998e+01
"14","009","999","0131","0131",15535,5.58699989e+01
"14","009","999","0135","0135",12270,4.41300011e+01
"14","010","999","0131","0131",23388,7.16999969e+01
"14","010","999","0135","0135",9232,2.82999992e+01
"14","011","999","0131","0131",11527,7.02900009e+01
"14","011","999","0135","0135",4872,2.97099991e+01
"14","012","999","0131","0131",12123,5.73600006e+01
"14","012","999","0135","0135",9013,4.26399994e+01
"14","013","999","0131","0131",25926,6.93099976e+01
"14","013","999","0135","0135",11479,3.06900005e+01
"14","014","999","0131","0131",27382,5.84700012e+01
"14","014","999","0135","0135",19446,4.15299988e+01
"14","015","999","0131","0131",11282,7.92300034e+01
"14","015","999","0135","0135",2958,2.07700005e+01
"14","016","999","0131","0131",27323,5.65499992e+01
"14","016","999","0135","0135",20991,4.34500008e+01
"14","017","999","0131","0131",16750,7.20100021e+01
"14","017","999","0135","0135",6510,2.79899998e+01
"14","999","999","0131","0131",384954,5.80400009e+01
"14","999","999","0135","0135",278308,4.19599991e+01
"15","001","999","0131","0131",133836,5.30900002e+01
"15","001","999","0135","0135",118259,4.69099998e+01
"15","002","999","0131","0131",12679,4.99799995e+01
"15","002","999","0135","0135",12690,5.00200005e+01
"15","003","999","0131","0131",5038,6.42099991e+01
"15","003","999","0135","0135",2808,3.57900009e+01
"15","004","999","0131","0131",7065,4.75900002e+01
"15","004","999","0135","0135",7781,5.24099998e+01
"15","005","999","0131","0131",5677,5.95299988e+01
"15","005","999","0135","0135",3859,4.04700012e+01
"15","006","999","0131","0131",3360,6.57099991e+01
"15","006","999","0135","0135",1753,3.42900009e+01
"15","007","999","0131","0131",2231,6.59100037e+01
"15","007","999","0135","0135",1154,3.40900002e+01
"15","008","999","0131","0131",2517,5.74500008e+01
"15","008","999","0135","0135",1864,4.25499992e+01
"15","009","999","0131","0131",2231,5.13800011e+01
"15","009","999","0135","0135",2111,4.86199989e+01
"15","010","999","0131","0131",2893,5.76500015e+01
"15","010","999","0135","0135",2125,4.23499985e+01
"15","011","999","0131","0131",945,7.86800003e+01
"15","011","999","0135","0135",256,2.13199997e+01
"15","012","999","0131","0131",2050,6.44499969e+01
"15","012","999","0135","0135",1131,3.55499992e+01
"15","013","999","0131","0131",1939,6.32799988e+01
"15","013","999","0135","0135",1125,3.67200012e+01
"15","014","999","0131","0131",5215,5.17599983e+01
"15","014","999","0135","0135",4861,4.82400017e+01
"15","015","999","0131","0131",8123,4.17700005e+01
"15","015","999","0135","0135",11326,5.82299995e+01
"15","016","999","0131","0131",3074,4.19900017e+01
"15","016","999","0135","0135",4247,5.80099983e+01
"15","999","999","0131","0131",198873,5.28600006e+01
"15","999","999","0135","0135",177350,4.71399994e+01
"16","001","999","0131","0131",24042,6.03100014e+01
"16","001","999","0135","0135",15822,3.96899986e+01
"16","002","999","0131","0131",2645,6.38600006e+01
"16","002","999","0135","0135",1497,3.61399994e+01
"16","003","999","0131","0131",12936,6.70500031e+01
"16","003","999","0135","0135",6356,3.29500008e+01
"16","004","999","0131","0131",1994,6.94499969e+01
"16","004","999","0135","0135",877,3.05499992e+01
"16","005","999","0131","0131",1700,7.96600037e+01
"16","005","999","0135","0135",434,2.03400002e+01
"16","006","999","0131","0131",6683,7.73499985e+01
"16","006","999","0135","0135",1957,2.26499996e+01
"16","007","999","0131","0131",721,8.50199966e+01
"16","007","999","0135","0135",127,1.49799995e+01
"16","008","999","0131","0131",3242,6.41299973e+01
"16","008","999","0135","0135",1813,3.58699989e+01
"16","009","999","0131","0131",49880,6.14000015e+01
"16","009","999","0135","0135",31362,3.85999985e+01
"16","010","999","0131","0131",5815,6.26500015e+01
"16","010","999","0135","0135",3466,3.73499985e+01
"16","011","999","0131","0131",13783,6.38800011e+01
"16","011","999","0135","0135",7795,3.61199989e+01
"16","012","999","0131","0131",124988,6.22400017e+01
"16","012","999","0135","0135",75843,3.77599983e+01
"16","013","999","0131","0131",1714,7.64800034e+01
"16","013","999","0135","0135",527,2.35200005e+01
"16","999","999","0131","0131",250143,6.28499985e+01
"16","999","999","0135","0135",147876,3.71500015e+01
"17","001","999","0131","0131",145286,4.57299995e+01
"17","001","999","0135","0135",172449,5.42700005e+01
"17","002","999","0131","0131",3619,4.61399994e+01
"17","002","999","0135","0135",4225,5.38600006e+01
"17","003","999","0131","0131",17364,6.16800003e+01
"17","003","999","0135","0135",10789,3.83199997e+01
"17","004","999","0131","0131",12767,5.27599983e+01
"17","004","999","0135","0135",11432,4.72400017e+01
"17","005","999","0131","0131",22278,6.63700027e+01
"17","005","999","0135","0135",11290,3.36300011e+01
"17","006","999","0131","0131",0,0.00000000e+00
"17","006","999","0135","0135",0,0.00000000e+00
"17","007","999","0131","0131",43691,5.88100014e+01
"17","007","999","0135","0135",30606,4.11899986e+01
"17","008","999","0131","0131",62105,7.25299988e+01
"17","008","999","0135","0135",23518,2.74699993e+01
"17","009","999","0131","0131",827,7.51100006e+01
"17","009","999","0135","0135",274,2.48899994e+01
"17","010","999","0131","0131",0,0.00000000e+00
"17","010","999","0135","0135",0,0.00000000e+00
"17","011","999","0131","0131",12398,5.22799988e+01
"17","011","999","0135","0135",11315,4.77200012e+01
"17","012","999","0131","0131",7127,5.40099983e+01
"17","012","999","0135","0135",6069,4.59900017e+01
"17","013","999","0131","0131",2839,5.54199982e+01
"17","013","999","0135","0135",2284,4.45800018e+01
"17","014","999","0131","0131",979,5.10699997e+01
"17","014","999","0135","0135",938,4.89300003e+01
"17","015","999","0131","0131",11072,6.07099991e+01
"17","015","999","0135","0135",7166,3.92900009e+01
"17","016","999","0131","0131",2551,6.16500015e+01
"17","016","999","0135","0135",1587,3.83499985e+01
"17","017","999","0131","0131",6079,6.64800034e+01
"17","017","999","0135","0135",3065,3.35200005e+01
"17","018","999","0131","0131",2538,6.95500031e+01
"17","018","999","0135","0135",1111,3.04500008e+01
"17","019","999","0131","0131",2089,6.52600021e+01
"17","019","999","0135","0135",1112,3.47400017e+01
"17","020","999","0131","0131",2633,5.61899986e+01
"17","020","999","0135","0135",2053,4.38100014e+01
"17","021","999","0131","0131",12557,5.13300018e+01
"17","021","999","0135","0135",11906,4.86699982e+01
"17","022","999","0131","0131",608,6.13499985e+01
"17","022","999","0135","0135",383,3.86500015e+01
"17","023","999","0131","0131",2393,6.35600014e+01
"17","023","999","0135","0135",1372,3.64399986e+01
"17","999","999","0131","0131",373800,5.42700005e+01
"17","999","999","0135","0135",314944,4.57299995e+01
"18","001","999","0131","0131",31355,4.23199997e+01
"18","001","999","0135","0135",42731,5.76800003e+01
"18","002","999","0131","0131",17958,5.53699989e+01
"18","002","999","0135","0135",14477,4.46300011e+01
"18","003","999","0131","0131",33914,6.89199982e+01
"18","003","999","0135","0135",15291,3.10799999e+01
"18","004","999","0131","0131",29092,5.32099991e+01
"18","004","999","0135","0135",25581,4.67900009e+01
"18","005","999","0131","0131",2418,7.37600021e+01
"18","005","999","0135","0135",860,2.62399998e+01
"18","006","999","0131","0131",45255,6.23800011e+01
"18","006","999","0135","0135",27297,3.76199989e+01
"18","007","999","0131","0131",4549,6.65500031e+01
"18","007","999","0135","0135",2286,3.34500008e+01
"18","008","999","0131","0131",4742,6.81699982e+01
"18","008","999","0135","0135",2214,3.18299999e+01
"18","009","999","0131","0131",3588,6.36500015e+01
"18","009","999","0135","0135",2049,3.63499985e+01
"18","010","999","0131","0131",10852,6.74000015e+01
"18","010","999","0135","0135",5248,3.25999985e+01
"18","011","999","0131","0131",2718,8.07200012e+01
"18","011","999","0135","0135",649,1.92800007e+01
"18","012","999","0131","0131",20993,7.06100006e+01
"18","012","999","0135","0135",8738,2.93899994e+01
"18","013","999","0131","0131",9052,6.74000015e+01
"18","013","999","0135","0135",4379,3.25999985e+01
"18","014","999","0131","0131",6675,6.96699982e+01
"18","014","999","0135","0135",2906,3.03299999e+01
"18","015","999","0131","0131",13814,6.26800003e+01
"18","015","999","0135","0135",8225,3.73199997e+01
"18","016","999","0131","0131",3053,6.60000000e+01
"18","016","999","0135","0135",1573,3.40000000e+01
"18","017","999","0131","0131",9943,6.82600021e+01
"18","017","999","0135","0135",4624,3.17399998e+01
"18","018","999","0131","0131",3075,6.05699997e+01
"18","018","999","0135","0135",2002,3.94300003e+01
"18","019","999","0131","0131",3829,6.78099976e+01
"18","019","999","0135","0135",1818,3.21899986e+01
"18","999","999","0131","0131",256875,5.97599983e+01
"18","999","999","0135","0135",172948,4.02400017e+01
"19","001","999","0131","0131",49465,3.83100014e+01
"19","001","999","0135","0135",79646,6.16899986e+01
"19","002","999","0131","0131",3282,3.60099983e+01
"19","002","999","0135","0135",5831,6.39900017e+01
"19","003","999","0131","0131",19713,2.49400005e+01
"19","003","999","0135","0135",59342,7.50599976e+01
"19","004","999","0131","0131",6165,4.29900017e+01
"19","004","999","0135","0135",8176,5.70099983e+01
"19","005","999","0131","0131",1607,4.90699997e+01
"19","005","999","0135","0135",1668,5.09300003e+01
"19","006","999","0131","0131",8114,4.13800011e+01
"19","006","999","0135","0135",11493,5.86199989e+01
"19","007","999","0131","0131",6518,5.37500000e+01
"19","007","999","0135","0135",5609,4.62500000e+01
"19","008","999","0131","0131",1261,5.27599983e+01
"19","008","999","0135","0135",1129,4.72400017e+01
"19","009","999","0131","0131",2854,3.99599991e+01
"19","009","999","0135","0135",4289,6.00400009e+01
"19","999","999","0131","0131",98979,3.58400002e+01
"19","999","999","0135","0135",177183,6.41600037e+01
"20","001","999","0131","0131",39854,6.09399986e+01
"20","001","999","0135","0135",25548,3.90600014e+01
"20","002","999","0131","0131",3849,6.67399979e+01
"20","002","999","0135","0135",1918,3.32599983e+01
"20","003","999","0131","0131",3437,5.70200005e+01
"20","003","999","0135","0135",2591,4.29799995e+01
"20","004","999","0131","0131",1962,6.96999969e+01
"20","004","999","0135","0135",853,3.02999992e+01
"20","005","999","0131","0131",4820,6.33499985e+01
"20","005","999","0135","0135",2789,3.66500015e+01
"20","006","999","0131","0131",8159,6.84499969e+01
"20","006","999","0135","0135",3761,3.15499992e+01
"20","007","999","0131","0131",39189,5.29799995e+01
"20","007","999","0135","0135",34779,4.70200005e+01
"20","999","999","0131","0131",101270,5.83699989e+01
"20","999","999","0135","0135",72239,4.16300011e+01
"21","001","999","0131","0131",9963,3.35699997e+01
"21","001","999","0135","0135",19711,6.64300003e+01
"21","002","999","0131","0131",18171,3.27599983e+01
"21","002","999","0135","0135",37297,6.72399979e+01
"21","003","999","0131","0131",37065,3.31399994e+01
"21","003","999","0135","0135",74784,6.68600006e+01
"21","004","999","0131","0131",27714,4.74799995e+01
"21","004","999","0135","0135",30653,5.25200005e+01
"21","005","999","0131","0131",6801,5.19000015e+01
"21","005","999","0135","0135",6303,4.80999985e+01
"21","006","999","0131","0131",47355,3.77900009e+01
"21","006","999","0135","0135",77965,6.22099991e+01
"21","007","999","0131","0131",52212,4.74000015e+01
"21","007","999","0135","0135",57929,5.25999985e+01
"21","008","999","0131","0131",18652,4.23899994e+01
"21","008","999","0135","0135",25352,5.76100006e+01
"21","009","999","0131","0131",145369,4.61699982e+01
"21","009","999","0135","0135",169489,5.38300018e+01
"21","011","999","0131","0131",20099,2.99400005e+01
"21","011","999","0135","0135",47037,7.00599976e+01
"21","012","999","0131","0131",7979,4.44300003e+01
"21","012","999","0135","0135",9979,5.55699997e+01
"21","013","999","0131","0131",371311,4.81500015e+01
"21","013","999","0135","0135",399874,5.18499985e+01
"21","016","999","0131","0131",17744,4.17999992e+01
"21","016","999","0135","0135",24701,5.82000008e+01
"21","017","999","0131","0131",9426,4.93199997e+01
"21","017","999","0135","0135",9687,5.06800003e+01
"21","018","999","0131","0131",22871,4.44700012e+01
"21","018","999","0135","0135",28563,5.55299988e+01
"21","019","999","0131","0131",10187,3.82000008e+01
"21","019","999","0135","0135",16484,6.17999992e+01
"21","020","999","0131","0131",50738,4.66300011e+01
"21","020","999","0135","0135",58070,5.33699989e+01
"21","021","999","0131","0131",13751,3.37799988e+01
"21","021","999","0135","0135",26960,6.62200012e+01
"21","022","999","0131","0131",15502,4.97799988e+01
"21","022","999","0135","0135",15640,5.02200012e+01
"21","999","999","0131","0131",902910,4.42700005e+01
"21","999","999","0135","0135",1136478,5.57299995e+01
"22","001","999","0131","0131",114803,6.33499985e+01
"22","001","999","0135","0135",66424,3.66500015e+01
"22","002","999","0131","0131",10851,8.24700012e+01
"22","002","999","0135","0135",2306,1.75300007e+01
"22","003","999","0131","0131",2920,5.48600006e+01
"22","003","999","0135","0135",2403,4.51399994e+01
"22","004","999","0131","0131",7921,8.41900024e+01
"22","004","999","0135","0135",1487,1.58100004e+01
"22","005","999","0131","0131",6399,8.74700012e+01
"22","005","999","0135","0135",917,1.25299997e+01
"22","006","999","0131","0131",63524,6.99700012e+01
"22","006","999","0135","0135",27267,3.00300007e+01
"22","007","999","0131","0131",3116,5.13499985e+01
"22","007","999","0135","0135",2952,4.86500015e+01
"22","008","999","0131","0131",12816,8.28899994e+01
"22","008","999","0135","0135",2646,1.71100006e+01
"22","009","999","0131","0131",16956,7.43000031e+01
"22","009","999","0135","0135",5865,2.57000008e+01
"22","010","999","0131","0131",8677,9.02699966e+01
"22","010","999","0135","0135",935,9.72999954e+00
"22","011","999","0131","0131",4464,8.56999969e+01
"22","011","999","0135","0135",745,1.43000002e+01
"22","012","999","0131","0131",7412,8.67399979e+01
"22","012","999","0135","0135",1133,1.32600002e+01
"22","013","999","0131","0131",9405,7.42399979e+01
"22","013","999","0135","0135",3263,2.57600002e+01
"22","014","999","0131","0131",7713,8.13199997e+01
"22","014","999","0135","0135",1772,1.86800003e+01
"22","015","999","0131","0131",520,6.22000008e+01
"22","015","999","0135","0135",316,3.77999992e+01
"22","016","999","0131","0131",14895,7.70199966e+01
"22","016","999","0135","0135",4445,2.29799995e+01
"22","017","999","0131","0131",7221,7.40800018e+01
"22","017","999","0135","0135",2527,2.59200001e+01
"22","018","999","0131","0131",10442,8.34899979e+01
"22","018","999","0135","0135",2065,1.65100002e+01
"22","019","999","0131","0131",4157,7.05400009e+01
"22","019","999","0135","0135",1736,2.94599991e+01
"22","020","999","0131","0131",1547,4.80299988e+01
"22","020","999","0135","0135",1674,5.19700012e+01
"22","021","999","0131","0131",20784,7.58499985e+01
"22","021","999","0135","0135",6617,2.41499996e+01
"22","022","999","0131","0131",27523,8.10599976e+01
"22","022","999","0135","0135",6429,1.89400005e+01
"22","023","999","0131","0131",4496,8.65299988e+01
"22","023","999","0135","0135",700,1.34700003e+01
"22","024","999","0131","0131",4660,8.72200012e+01
"22","024","999","0135","0135",683,1.27799997e+01
"22","025","999","0131","0131",5119,8.50199966e+01
"22","025","999","0135","0135",902,1.49799995e+01
"22","026","999","0131","0131",1960,8.41900024e+01
"22","026","999","0135","0135",368,1.58100004e+01
"22","027","999","0131","0131",18888,7.53899994e+01
"22","027","999","0135","0135",6165,2.46100006e+01
"22","999","999","0131","0131",399189,7.20599976e+01
"22","999","999","0135","0135",154742,2.79400005e+01
"23","001","999","0131","0131",167721,4.77500000e+01
"23","001","999","0135","0135",183504,5.22500000e+01
"23","002","999","0131","0131",24324,5.96699982e+01
"23","002","999","0135","0135",16441,4.03300018e+01
"23","003","999","0131","0131",14853,6.73099976e+01
"23","003","999","0135","0135",7215,3.26899986e+01
"23","004","999","0131","0131",31005,7.20400009e+01
"23","004","999","0135","0135",12035,2.79599991e+01
"23","005","999","0131","0131",33488,6.39599991e+01
"23","005","999","0135","0135",18869,3.60400009e+01
"23","006","999","0131","0131",27461,7.08899994e+01
"23","006","999","0135","0135",11277,2.91100006e+01
"23","007","999","0131","0131",12592,6.43499985e+01
"23","007","999","0135","0135",6977,3.56500015e+01
"23","008","999","0131","0131",8843,6.92900009e+01
"23","008","999","0135","0135",3919,3.07099991e+01
"23","009","999","0131","0131",7114,7.88300018e+01
"23","009","999","0135","0135",1911,2.11700001e+01
"23","010","999","0131","0131",16474,7.44899979e+01
"23","010","999","0135","0135",5643,2.55100002e+01
"23","011","999","0131","0131",27659,7.32799988e+01
"23","011","999","0135","0135",10083,2.67199993e+01
"23","012","999","0131","0131",83022,6.78399963e+01
"23","012","999","0135","0135",39351,3.21599998e+01
"23","013","999","0131","0131",20059,7.60400009e+01
"23","013","999","0135","0135",6321,2.39599991e+01
"23","014","999","0131","0131",7176,6.44199982e+01
"23","014","999","0135","0135",3964,3.55800018e+01
"23","015","999","0131","0131",25207,4.45699997e+01
"23","015","999","0135","0135",31349,5.54300003e+01
"23","016","999","0131","0131",48051,5.72400017e+01
"23","016","999","0135","0135",35897,4.27599983e+01
"23","017","999","0131","0131",7553,7.29300003e+01
"23","017","999","0135","0135",2803,2.70699997e+01
"23","999","999","0131","0131",562602,5.85900002e+01
"23","999","999","0135","0135",397559,4.14099998e+01
"24","001","999","0131","0131",20855,5.29199982e+01
"24","001","999","0135","0135",18556,4.70800018e+01
"24","002","999","0131","0131",33638,6.31899986e+01
"24","002","999","0135","0135",19593,3.68100014e+01
"24","003","999","0131","0131",36,1.64400005e+01
"24","003","999","0135","0135",183,8.35599976e+01
"24","999","999","0131","0131",54529,5.87200012e+01
"24","999","999","0135","0135",38332,4.12799988e+01
"88","003","999","0131","0131",202868,6.02799988e+01
"88","003","999","0135","0135",133647,3.97200012e+01
"88","004","999","0131","0131",114096,5.21300011e+01
"88","004","999","0135","0135",104775,4.78699989e+01
"88","011","999","0131","0131",117545,5.86899986e+01
"88","011","999","0135","0135",82728,4.13100014e+01
"88","036","999","0131","0131",98094,5.75000000e+01
"88","036","999","0135","0135",72495,4.25000000e+01
"88","038","999","0131","0131",159816,6.90199966e+01
"88","038","999","0135","0135",71740,3.09799995e+01
"88","052","999","0131","0131",124868,4.95400009e+01
"88","052","999","0135","0135",127174,5.04599991e+01
"88","053","999","0131","0131",90913,5.23800011e+01
"88","053","999","0135","0135",82653,4.76199989e+01
"88","061","999","0131","0131",496499,6.44300003e+01
"88","061","999","0135","0135",274154,3.55699997e+01
"88","062","999","0131","0131",154863,5.16599998e+01
"88","062","999","0135","0135",144916,4.83400002e+01
"88","070","999","0131","0131",221906,5.83699989e+01
"88","070","999","0135","0135",158266,4.16300011e+01
