pre_proCodigoProvincia,pre_depCodigoDepartamento,pre_munCodigoMunicipio,preMesasTotales,preMesasEscrutadas,prePorcenMesasEscrutadas,preVotosValidos,prePorcenVotosValidos,preVotosPositivos,prePorcenVotosPositivos,preVotosEnBlanco,prePorcenVotosEnBlanco,preVotosNulos,prePorcenVotosNulos,preVotosRecurridos,prePorcenVotosRecurridos,preElectores,preTotalVotantes,prePTotalVotantes,preParticipacion,preCandidatos,preParticipEscrutado,prePorcParticipEscrutado,OT_Codigo,OT_Votos,OT_PVotos
"16","003","999",75,75,1.00000000e+02,19499,9.85699997e+01,19292,9.75199966e+01,207,1.04999995e+00,281,1.41999996e+00,2,9.99999978e-03,25604,19782,7.72600021e+01,,,,7.72600021e+01,"9997",0,0.00000000e+00
"16","004","999",18,18,1.00000000e+02,2887,9.87699966e+01,2871,9.82200012e+01,16,5.50000012e-01,36,1.23000002e+00,0,0.00000000e+00,4097,2923,7.13399963e+01,,,,7.13399963e+01,"9997",0,0.00000000e+00
"16","005","999",12,12,1.00000000e+02,2146,9.91699982e+01,2134,9.86100006e+01,12,5.50000012e-01,18,8.29999983e-01,0,0.00000000e+00,3032,2164,7.13700027e+01,,,,7.13700027e+01,"9997",0,0.00000000e+00
"16","006","999",39,39,1.00000000e+02,8695,9.87699966e+01,8640,9.81500015e+01,55,6.20000005e-01,107,1.22000003e+00,1,9.99999978e-03,12073,8803,7.29100037e+01,,,,7.29100037e+01,"9997",0,0.00000000e+00
"16","007","999",8,8,1.00000000e+02,857,9.88499985e+01,848,9.78099976e+01,9,1.03999996e+00,10,1.14999998e+00,0,0.00000000e+00,1324,867,6.54800034e+01,,,,6.54800034e+01,"9997",0,0.00000000e+00
"16","008","999",24,24,1.00000000e+02,5094,9.83000031e+01,5055,9.75500031e+01,39,7.50000000e-01,88,1.70000005e+00,0,0.00000000e+00,6628,5182,7.81800003e+01,,,,7.81800003e+01,"9997",0,0.00000000e+00
"16","009","999",324,324,1.00000000e+02,82214,9.78600006e+01,81242,9.67099991e+01,972,1.15999997e+00,1760,2.09999990e+00,35,2.99999993e-02,108491,84009,7.74300003e+01,,,,7.74300003e+01,"9997",0,0.00000000e+00
"16","010","999",35,35,1.00000000e+02,9394,9.85299988e+01,9281,9.73499985e+01,113,1.19000006e+00,140,1.47000003e+00,0,0.00000000e+00,11950,9534,7.97799988e+01,,,,7.97799988e+01,"9997",0,0.00000000e+00
"16","011","999",84,84,1.00000000e+02,21746,9.80299988e+01,21578,9.72699966e+01,168,7.59999990e-01,437,1.97000003e+00,1,0.00000000e+00,27762,22184,7.99100037e+01,,,,7.99100037e+01,"9997",0,0.00000000e+00
"16","012","999",728,726,9.97300034e+01,202851,9.78499985e+01,200831,9.68700027e+01,2020,9.70000029e-01,4404,2.11999989e+00,61,3.99999991e-02,251382,207316,8.24700012e+01,,,,8.26999969e+01,"9997",0,0.00000000e+00
"16","013","999",12,12,1.00000000e+02,2271,9.88700027e+01,2241,9.75599976e+01,30,1.30999994e+00,22,9.59999979e-01,4,1.70000002e-01,3028,2297,7.58600006e+01,,,,7.58600006e+01,"9997",0,0.00000000e+00
"16","999","999",1535,1533,9.98700027e+01,402027,9.79800034e+01,398019,9.70100021e+01,4008,9.80000019e-01,8161,1.99000001e+00,117,1.99999996e-02,512587,410305,8.00500031e+01,,,,8.01500015e+01,"9997",0,0.00000000e+00
"17","001","999",1209,1183,9.78499985e+01,320557,9.85299988e+01,317735,9.76600037e+01,2822,8.70000005e-01,4386,1.35000002e+00,393,1.19999997e-01,414073,325336,7.85699997e+01,,,,8.03399963e+01,"9997",0,0.00000000e+00
"17","002","999",30,30,1.00000000e+02,7924,9.90699997e+01,7844,9.80699997e+01,80,1.00000000e+00,70,8.79999995e-01,4,5.00000007e-02,9681,7998,8.26200027e+01,,,,8.26200027e+01,"9997",0,0.00000000e+00
"17","003","999",113,110,9.73499985e+01,28324,9.88199997e+01,28153,9.82200012e+01,171,6.00000024e-01,320,1.12000000e+00,18,5.99999987e-02,37250,28662,7.69400024e+01,,,,7.91800003e+01,"9997",0,0.00000000e+00
"17","004","999",100,99,9.90000000e+01,24369,9.90999985e+01,24199,9.84100037e+01,170,6.89999998e-01,211,8.60000014e-01,11,3.99999991e-02,32772,24591,7.50400009e+01,,,,7.58399963e+01,"9997",0,0.00000000e+00
"17","005","999",142,141,9.93000031e+01,33762,9.95000000e+01,33568,9.89300003e+01,194,5.69999993e-01,140,4.09999996e-01,28,9.00000036e-02,46103,33930,7.35999985e+01,,,,7.41600037e+01,"9997",0,0.00000000e+00
"17","006","999",76,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,22850,0,0.00000000e+00,,,,0.00000000e+00,"9997",0,0.00000000e+00
"17","007","999",315,311,9.87300034e+01,74933,9.91999969e+01,74297,9.83600006e+01,636,8.39999974e-01,555,7.30000019e-01,47,7.00000003e-02,107166,75535,7.04800034e+01,,,,7.11900024e+01,"9997",0,0.00000000e+00
"17","008","999",363,357,9.83499985e+01,86117,9.93300018e+01,85623,9.87600021e+01,494,5.69999993e-01,522,6.00000024e-01,57,7.00000003e-02,122818,86696,7.05899963e+01,,,,7.16299973e+01,"9997",0,0.00000000e+00
"17","009","999",24,5,2.08299999e+01,1104,9.90100021e+01,1101,9.87399979e+01,3,2.70000011e-01,11,9.90000010e-01,0,0.00000000e+00,4648,1115,2.39899998e+01,,,,7.30199966e+01,"9997",0,0.00000000e+00
"17","010","999",33,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,0,0.00000000e+00,7896,0,0.00000000e+00,,,,0.00000000e+00,"9997",0,0.00000000e+00
"17","011","999",89,88,9.88799973e+01,23869,9.89599991e+01,23713,9.83099976e+01,156,6.49999976e-01,201,8.29999983e-01,51,2.09999993e-01,29355,24121,8.21699982e+01,,,,8.31699982e+01,"9997",0,0.00000000e+00
"17","012","999",53,52,9.81100006e+01,13264,9.91999969e+01,13196,9.86900024e+01,68,5.09999990e-01,101,7.59999990e-01,6,3.99999991e-02,16751,13371,7.98199997e+01,,,,8.15299988e+01,"9997",0,0.00000000e+00
"17","013","999",22,22,1.00000000e+02,5161,9.91900024e+01,5123,9.84599991e+01,38,7.30000019e-01,42,8.10000002e-01,0,0.00000000e+00,6661,5203,7.81100006e+01,,,,7.81100006e+01,"9997",0,0.00000000e+00
"17","014","999",13,7,5.38499985e+01,1934,9.92300034e+01,1917,9.83600006e+01,17,8.70000005e-01,14,7.20000029e-01,1,5.00000007e-02,3055,1949,6.37999992e+01,,,,8.00400009e+01,"9997",0,0.00000000e+00
"17","015","999",80,80,1.00000000e+02,18393,9.91500015e+01,18238,9.83199997e+01,155,8.39999974e-01,146,7.90000021e-01,11,5.00000007e-02,23985,18550,7.73399963e+01,,,,7.73399963e+01,"9997",0,0.00000000e+00
"17","016","999",18,18,1.00000000e+02,4159,9.94700012e+01,4138,9.89700012e+01,21,5.00000000e-01,22,5.29999971e-01,0,0.00000000e+00,5282,4181,7.91600037e+01,,,,7.91600037e+01,"9997",0,0.00000000e+00
"17","017","999",38,37,9.73700027e+01,9199,9.89499969e+01,9144,9.83499985e+01,55,5.89999974e-01,85,9.10000026e-01,13,1.50000006e-01,12190,9297,7.62699966e+01,,,,7.85199966e+01,"9997",0,0.00000000e+00
"17","018","999",21,17,8.09499969e+01,3672,9.93499985e+01,3649,9.87300034e+01,23,6.20000005e-01,23,6.20000005e-01,1,2.99999993e-02,5670,3696,6.51900024e+01,,,,7.38799973e+01,"9997",0,0.00000000e+00
"17","019","999",17,17,1.00000000e+02,3214,9.94700012e+01,3201,9.90699997e+01,13,4.00000006e-01,17,5.29999971e-01,0,0.00000000e+00,4382,3231,7.37300034e+01,,,,7.37300034e+01,"9997",0,0.00000000e+00
"17","020","999",23,23,1.00000000e+02,4721,9.90400009e+01,4686,9.83000031e+01,35,7.30000019e-01,38,8.00000012e-01,8,1.70000002e-01,6481,4767,7.35500031e+01,,,,7.35500031e+01,"9997",0,0.00000000e+00
"17","021","999",97,96,9.89700012e+01,24610,9.87500000e+01,24463,9.81600037e+01,147,5.89999974e-01,274,1.10000002e+00,37,1.50000006e-01,30809,24921,8.08899994e+01,,,,8.09899979e+01,"9997",0,0.00000000e+00
"17","022","999",5,5,1.00000000e+02,1000,9.80400009e+01,991,9.71600037e+01,9,8.79999995e-01,19,1.86000001e+00,1,1.00000001e-01,1364,1020,7.47799988e+01,,,,7.47799988e+01,"9997",0,0.00000000e+00
"17","023","999",16,16,1.00000000e+02,3801,9.86500015e+01,3765,9.77200012e+01,36,9.30000007e-01,51,1.32000005e+00,1,2.99999993e-02,5197,3853,7.41399994e+01,,,,7.41399994e+01,"9997",0,0.00000000e+00
"17","999","999",2897,2714,9.36800003e+01,694087,9.88700027e+01,688744,9.81100006e+01,5343,7.59999990e-01,7248,1.02999997e+00,688,1.00000001e-01,956439,702023,7.34000015e+01,,,,7.74499969e+01,"9997",0,0.00000000e+00
"18","001","999",284,283,9.96500015e+01,74722,9.88199997e+01,74086,9.79800034e+01,636,8.39999974e-01,830,1.10000002e+00,62,7.99999982e-02,93417,75614,8.09400024e+01,,,,8.12300034e+01,"9997",0,0.00000000e+00
"18","002","999",118,117,9.91500015e+01,32684,9.87600021e+01,32435,9.80100021e+01,249,7.50000000e-01,385,1.15999997e+00,25,7.99999982e-02,40105,33094,8.25199966e+01,,,,8.32300034e+01,"9997",0,0.00000000e+00
"18","003","999",180,173,9.61100006e+01,49557,9.86200027e+01,49205,9.79199982e+01,352,6.99999988e-01,647,1.28999996e+00,45,9.00000036e-02,61905,50249,8.11699982e+01,,,,8.44700012e+01,"9997",0,0.00000000e+00
"18","004","999",195,192,9.84599991e+01,55085,9.87099991e+01,54673,9.79700012e+01,412,7.40000010e-01,662,1.19000006e+00,59,1.00000001e-01,67231,55806,8.30100021e+01,,,,8.43000031e+01,"9997",0,0.00000000e+00
"18","005","999",12,12,1.00000000e+02,3294,9.86800003e+01,3278,9.81999969e+01,16,4.79999989e-01,43,1.28999996e+00,1,2.99999993e-02,3983,3338,8.38099976e+01,,,,8.38099976e+01,"9997",0,0.00000000e+00
"18","006","999",263,260,9.88600006e+01,73082,9.85999985e+01,72552,9.78799973e+01,530,7.20000029e-01,998,1.35000002e+00,41,5.00000007e-02,90901,74121,8.15400009e+01,,,,8.24899979e+01,"9997",0,0.00000000e+00
"18","007","999",25,25,1.00000000e+02,6945,9.90400009e+01,6835,9.74800034e+01,110,1.57000005e+00,52,7.40000010e-01,15,2.09999993e-01,8267,7012,8.48199997e+01,,,,8.48199997e+01,"9997",0,0.00000000e+00
"18","008","999",26,25,9.61500015e+01,7004,9.91800003e+01,6956,9.85000000e+01,48,6.80000007e-01,55,7.79999971e-01,3,3.99999991e-02,8615,7062,8.19700012e+01,,,,8.53000031e+01,"9997",0,0.00000000e+00
"18","009","999",24,23,9.58300018e+01,5672,9.89199982e+01,5637,9.83099976e+01,35,6.10000014e-01,56,9.80000019e-01,6,1.00000001e-01,7133,5734,8.03899994e+01,,,,8.35999985e+01,"9997",0,0.00000000e+00
"18","010","999",58,58,1.00000000e+02,16219,9.90400009e+01,16100,9.83099976e+01,119,7.30000019e-01,146,8.89999986e-01,11,7.00000003e-02,18945,16376,8.64400024e+01,,,,8.64400024e+01,"9997",0,0.00000000e+00
"18","011","999",12,12,1.00000000e+02,3383,9.94400024e+01,3367,9.89700012e+01,16,4.69999999e-01,16,4.69999999e-01,3,9.00000036e-02,3872,3402,8.78600006e+01,,,,8.78600006e+01,"9997",0,0.00000000e+00
"18","012","999",109,107,9.81699982e+01,30011,9.88399963e+01,29731,9.79199982e+01,280,9.20000017e-01,340,1.12000000e+00,13,3.99999991e-02,36983,30364,8.20999985e+01,,,,8.36500015e+01,"9997",0,0.00000000e+00
"18","013","999",53,52,9.81100006e+01,13516,9.90100021e+01,13431,9.83899994e+01,85,6.20000005e-01,131,9.59999979e-01,4,2.99999993e-02,16567,13651,8.24000015e+01,,,,8.39000015e+01,"9997",0,0.00000000e+00
"18","014","999",37,35,9.45899963e+01,9616,9.95800018e+01,9581,9.92099991e+01,35,3.60000014e-01,39,4.00000006e-01,2,2.99999993e-02,12551,9657,7.69400024e+01,,,,8.13600006e+01,"9997",0,0.00000000e+00
"18","015","999",86,86,1.00000000e+02,22233,9.91299973e+01,22039,9.82600021e+01,194,8.60000014e-01,176,7.79999971e-01,20,1.00000001e-01,28263,22429,7.93600006e+01,,,,7.93600006e+01,"9997",0,0.00000000e+00
"18","016","999",20,20,1.00000000e+02,4642,9.92099991e+01,4626,9.88700027e+01,16,3.40000004e-01,37,7.90000021e-01,0,0.00000000e+00,5935,4679,7.88399963e+01,,,,7.88399963e+01,"9997",0,0.00000000e+00
"18","017","999",60,60,1.00000000e+02,14692,9.86600037e+01,14567,9.78199997e+01,125,8.39999974e-01,198,1.33000004e+00,2,9.99999978e-03,18059,14892,8.24599991e+01,,,,8.24599991e+01,"9997",0,0.00000000e+00
"18","018","999",21,21,1.00000000e+02,5120,9.90699997e+01,5077,9.82399979e+01,43,8.29999983e-01,48,9.30000007e-01,0,0.00000000e+00,6516,5168,7.93099976e+01,,,,7.93099976e+01,"9997",0,0.00000000e+00
"18","019","999",23,23,1.00000000e+02,5696,9.82699966e+01,5647,9.74300003e+01,49,8.50000024e-01,100,1.73000002e+00,0,0.00000000e+00,7356,5796,7.87900009e+01,,,,7.87900009e+01,"9997",0,0.00000000e+00
"18","999","999",1606,1584,9.86299973e+01,433173,9.88000031e+01,429823,9.80299988e+01,3350,7.59999990e-01,4959,1.13000000e+00,312,7.99999982e-02,536604,438444,8.17099991e+01,,,,8.28600006e+01,"9997",0,0.00000000e+00
"19","001","999",502,499,9.94000015e+01,130672,9.81900024e+01,129111,9.70100021e+01,1561,1.16999996e+00,2253,1.69000006e+00,161,1.29999995e-01,167394,133086,7.95000000e+01,,,,7.99899979e+01,"9997",0,0.00000000e+00
"19","002","999",45,45,1.00000000e+02,9199,9.83600006e+01,9113,9.74400024e+01,86,9.20000017e-01,151,1.61000001e+00,2,2.99999993e-02,11554,9352,8.09400024e+01,,,,8.09400024e+01,"9997",0,0.00000000e+00
"19","003","999",310,310,1.00000000e+02,80011,9.82300034e+01,79055,9.70599976e+01,956,1.16999996e+00,1328,1.63000000e+00,113,1.40000001e-01,100915,81452,8.07099991e+01,,,,8.07099991e+01,"9997",0,0.00000000e+00
"19","004","999",57,57,1.00000000e+02,14482,9.86999969e+01,14341,9.77399979e+01,141,9.59999979e-01,177,1.21000004e+00,14,9.00000036e-02,18108,14673,8.10299988e+01,,,,8.10299988e+01,"9997",0,0.00000000e+00
"19","005","999",18,18,1.00000000e+02,3306,9.93099976e+01,3275,9.83799973e+01,31,9.30000007e-01,23,6.89999998e-01,0,0.00000000e+00,4187,3329,7.95100021e+01,,,,7.95100021e+01,"9997",0,0.00000000e+00
"19","006","999",84,83,9.88099976e+01,19905,9.85199966e+01,19607,9.70400009e+01,298,1.47000003e+00,297,1.47000003e+00,3,1.99999996e-02,25578,20205,7.89899979e+01,,,,7.99800034e+01,"9997",0,0.00000000e+00
"19","007","999",57,57,1.00000000e+02,12224,9.89100037e+01,12127,9.81200027e+01,97,7.79999971e-01,134,1.08000004e+00,1,1.99999996e-02,16308,12359,7.57799988e+01,,,,7.57799988e+01,"9997",0,0.00000000e+00
"19","008","999",19,18,9.47399979e+01,2407,9.88499985e+01,2390,9.81500015e+01,17,6.99999988e-01,27,1.11000001e+00,1,3.99999991e-02,3497,2435,6.96299973e+01,,,,7.66200027e+01,"9997",0,0.00000000e+00
"19","009","999",37,36,9.73000031e+01,7243,9.92699966e+01,7143,9.79000015e+01,100,1.37000000e+00,45,6.20000005e-01,8,1.09999999e-01,9589,7296,7.60899963e+01,,,,7.62099991e+01,"9997",0,0.00000000e+00
"19","999","999",1129,1123,9.94700012e+01,279449,9.83300018e+01,276162,9.71800003e+01,3287,1.15999997e+00,4435,1.55999994e+00,303,1.00000001e-01,357130,284187,7.95800018e+01,,,,7.99499969e+01,"9997",0,0.00000000e+00
"20","001","999",303,299,9.86800003e+01,65864,9.84599991e+01,65402,9.77699966e+01,462,6.89999998e-01,1015,1.51999998e+00,18,1.99999996e-02,89137,66897,7.50500031e+01,,,,7.56900024e+01,"9997",0,0.00000000e+00
"20","002","999",30,30,1.00000000e+02,5808,9.81200027e+01,5767,9.74300003e+01,41,6.89999998e-01,109,1.84000003e+00,2,3.99999991e-02,8614,5919,6.87099991e+01,,,,6.87099991e+01,"9997",0,0.00000000e+00
"20","003","999",30,30,1.00000000e+02,6080,9.86999969e+01,6028,9.78600006e+01,52,8.39999974e-01,80,1.29999995e+00,0,0.00000000e+00,8614,6160,7.15100021e+01,,,,7.15100021e+01,"9997",0,0.00000000e+00
"20","004","999",17,17,1.00000000e+02,2838,9.88899994e+01,2815,9.80800018e+01,23,8.00000012e-01,32,1.11000001e+00,0,0.00000000e+00,3973,2870,7.22399979e+01,,,,7.22399979e+01,"9997",0,0.00000000e+00
"20","005","999",38,38,1.00000000e+02,7653,9.89400024e+01,7609,9.83700027e+01,44,5.69999993e-01,81,1.04999995e+00,1,9.99999978e-03,10461,7735,7.39400024e+01,,,,7.39400024e+01,"9997",0,0.00000000e+00
"20","006","999",58,57,9.82799988e+01,12048,9.82099991e+01,11920,9.71699982e+01,128,1.03999996e+00,184,1.50000000e+00,35,2.89999992e-01,17267,12267,7.10400009e+01,,,,7.23099976e+01,"9997",0,0.00000000e+00
"20","007","999",334,332,9.94000015e+01,74526,9.83199997e+01,73968,9.75800018e+01,558,7.40000010e-01,1256,1.65999997e+00,19,1.99999996e-02,99453,75801,7.62200012e+01,,,,7.66800003e+01,"9997",0,0.00000000e+00
"20","999","999",810,803,9.91399994e+01,174817,9.84100037e+01,173509,9.76699982e+01,1308,7.40000010e-01,2757,1.54999995e+00,75,3.99999991e-02,237519,177649,7.47900009e+01,,,,7.53199997e+01,"9997",0,0.00000000e+00
"21","001","999",111,111,1.00000000e+02,30340,9.94499969e+01,29674,9.72699966e+01,666,2.18000007e+00,168,5.50000012e-01,0,0.00000000e+00,37827,30508,8.06500015e+01,,,,8.06500015e+01,"9997",0,0.00000000e+00
"21","002","999",213,213,1.00000000e+02,56554,9.86600037e+01,55468,9.67600021e+01,1086,1.88999999e+00,770,1.34000003e+00,1,9.99999978e-03,71026,57325,8.07099991e+01,,,,8.07099991e+01,"9997",0,0.00000000e+00
"21","003","999",436,435,9.97699966e+01,113220,9.85999985e+01,111849,9.74100037e+01,1371,1.19000006e+00,1593,1.38999999e+00,9,9.99999978e-03,143725,114822,7.98899994e+01,,,,8.00899963e+01,"9997",0,0.00000000e+00
"21","004","999",217,217,1.00000000e+02,59393,9.88600006e+01,58367,9.71500015e+01,1026,1.71000004e+00,677,1.13000000e+00,8,9.99999978e-03,73536,60078,8.16999969e+01,,,,8.16999969e+01,"9997",0,0.00000000e+00
"21","005","999",56,56,1.00000000e+02,13250,9.88000031e+01,13104,9.77099991e+01,146,1.09000003e+00,160,1.19000006e+00,1,9.99999978e-03,17986,13411,7.45599976e+01,,,,7.45599976e+01,"9997",0,0.00000000e+00
"21","006","999",477,477,1.00000000e+02,127084,9.90000000e+01,125320,9.76299973e+01,1764,1.37000000e+00,1272,9.90000010e-01,6,9.99999978e-03,162428,128362,7.90299988e+01,,,,7.90299988e+01,"9997",0,0.00000000e+00
"21","007","999",427,427,1.00000000e+02,110755,9.91200027e+01,110141,9.85800018e+01,614,5.50000012e-01,964,8.60000014e-01,14,9.99999978e-03,141389,111733,7.90299988e+01,,,,7.90299988e+01,"9997",0,0.00000000e+00
"21","008","999",170,170,1.00000000e+02,45007,9.91500015e+01,44004,9.69400024e+01,1003,2.21000004e+00,385,8.50000024e-01,3,0.00000000e+00,57200,45395,7.93600006e+01,,,,7.93600006e+01,"9997",0,0.00000000e+00
"21","009","999",1240,1226,9.88700027e+01,318897,9.81299973e+01,314858,9.68799973e+01,4039,1.24000001e+00,5975,1.84000003e+00,118,3.99999991e-02,427886,324990,7.59499969e+01,,,,7.68099976e+01,"9997",0,0.00000000e+00
"21","011","999",265,265,1.00000000e+02,68017,9.86699982e+01,67136,9.73899994e+01,881,1.27999997e+00,911,1.32000005e+00,6,9.99999978e-03,85119,68934,8.09899979e+01,,,,8.09899979e+01,"9997",0,0.00000000e+00
"21","012","999",76,76,1.00000000e+02,18050,9.92399979e+01,17958,9.87300034e+01,92,5.09999990e-01,134,7.40000010e-01,5,1.99999996e-02,24760,18189,7.34599991e+01,,,,7.34599991e+01,"9997",0,0.00000000e+00
"21","013","999",2964,2955,9.96999969e+01,784316,9.78199997e+01,771185,9.61800003e+01,13131,1.63999999e+00,17238,2.15000010e+00,276,2.99999993e-02,1023227,801830,7.83600006e+01,,,,7.86100006e+01,"9997",0,0.00000000e+00
"21","016","999",180,179,9.94400024e+01,42875,9.92900009e+01,42445,9.83000031e+01,430,1.00000000e+00,305,7.09999979e-01,1,9.99999978e-03,56949,43181,7.58199997e+01,,,,7.58300018e+01,"9997",0,0.00000000e+00
"21","017","999",83,82,9.88000031e+01,19295,9.88000031e+01,19113,9.78700027e+01,182,9.30000007e-01,233,1.19000006e+00,1,9.99999978e-03,26017,19529,7.50599976e+01,,,,7.60899963e+01,"9997",0,0.00000000e+00
"21","018","999",204,204,1.00000000e+02,52202,9.89700012e+01,51434,9.75100021e+01,768,1.46000004e+00,536,1.01999998e+00,9,9.99999978e-03,67202,52747,7.84899979e+01,,,,7.84899979e+01,"9997",0,0.00000000e+00
"21","019","999",115,114,9.91299973e+01,26976,9.89400024e+01,26671,9.78199997e+01,305,1.12000000e+00,287,1.04999995e+00,3,9.99999978e-03,35414,27266,7.69899979e+01,,,,7.70100021e+01,"9997",0,0.00000000e+00
"21","020","999",403,401,9.95000000e+01,110482,9.84000015e+01,108808,9.69100037e+01,1674,1.49000001e+00,1770,1.58000004e+00,25,1.99999996e-02,138938,112277,8.08099976e+01,,,,8.12200012e+01,"9997",0,0.00000000e+00
"21","021","999",160,158,9.87500000e+01,41240,9.85999985e+01,40711,9.73399963e+01,529,1.25999999e+00,584,1.39999998e+00,0,0.00000000e+00,53504,41824,7.81699982e+01,,,,7.92099991e+01,"9997",0,0.00000000e+00
"21","022","999",137,136,9.92699966e+01,31366,9.92600021e+01,31142,9.85500031e+01,224,7.09999979e-01,229,7.20000029e-01,4,1.99999996e-02,42928,31599,7.36100006e+01,,,,7.36100006e+01,"9997",0,0.00000000e+00
"21","999","999",7934,7902,9.95999985e+01,2069319,9.83499985e+01,2039388,9.69300003e+01,29931,1.41999996e+00,34191,1.63000000e+00,490,1.99999996e-02,2687061,2104000,7.83000031e+01,,,,7.85899963e+01,"9997",0,0.00000000e+00
"22","001","999",644,643,9.98399963e+01,182421,9.90999985e+01,181227,9.84499969e+01,1194,6.49999976e-01,1596,8.70000005e-01,60,2.99999993e-02,221999,184077,8.29199982e+01,,,,8.30500031e+01,"9997",0,0.00000000e+00
"22","002","999",53,53,1.00000000e+02,13206,9.98799973e+01,13157,9.95100021e+01,49,3.70000005e-01,16,1.19999997e-01,0,0.00000000e+00,16967,13222,7.79300003e+01,,,,7.79300003e+01,"9997",0,0.00000000e+00
"22","003","999",21,21,1.00000000e+02,5341,9.97799988e+01,5323,9.94400024e+01,18,3.40000004e-01,12,2.19999999e-01,0,0.00000000e+00,6599,5353,8.11200027e+01,,,,8.11200027e+01,"9997",0,0.00000000e+00
"22","004","999",37,37,1.00000000e+02,9433,9.98899994e+01,9408,9.96299973e+01,25,2.59999990e-01,10,1.09999999e-01,0,0.00000000e+00,12060,9443,7.83000031e+01,,,,7.83000031e+01,"9997",0,0.00000000e+00
"22","005","999",29,29,1.00000000e+02,7348,9.96600037e+01,7316,9.92300034e+01,32,4.30000007e-01,24,3.30000013e-01,1,9.99999978e-03,9465,7373,7.79000015e+01,,,,7.79000015e+01,"9997",0,0.00000000e+00
"22","006","999",338,338,1.00000000e+02,91337,9.92099991e+01,90791,9.86200027e+01,546,5.89999974e-01,687,7.50000000e-01,36,3.99999991e-02,113661,92060,8.10000000e+01,,,,8.10000000e+01,"9997",0,0.00000000e+00
"22","007","999",23,23,1.00000000e+02,6098,9.95899963e+01,6068,9.90999985e+01,30,4.90000010e-01,25,4.09999996e-01,0,0.00000000e+00,7417,6123,8.25500031e+01,,,,8.25500031e+01,"9997",0,0.00000000e+00
"22","008","999",62,61,9.83899994e+01,15532,9.97399979e+01,15462,9.92900009e+01,70,4.49999988e-01,40,2.59999990e-01,0,0.00000000e+00,20510,15572,7.59199982e+01,,,,7.72600021e+01,"9997",0,0.00000000e+00
"22","009","999",92,92,1.00000000e+02,22987,9.91399994e+01,22821,9.84300003e+01,166,7.20000029e-01,192,8.29999983e-01,7,1.99999996e-02,29292,23186,7.91500015e+01,,,,7.91500015e+01,"9997",0,0.00000000e+00
"22","010","999",41,40,9.75599976e+01,9630,9.97600021e+01,9612,9.95800018e+01,18,1.89999998e-01,20,2.09999993e-01,3,1.99999996e-02,13198,9653,7.31399994e+01,,,,7.38899994e+01,"9997",0,0.00000000e+00
"22","011","999",22,22,1.00000000e+02,5230,9.96399994e+01,5209,9.92399979e+01,21,4.00000006e-01,15,2.89999992e-01,4,7.00000003e-02,6512,5249,8.06100006e+01,,,,8.06100006e+01,"9997",0,0.00000000e+00
"22","012","999",37,37,1.00000000e+02,8574,9.97799988e+01,8545,9.94400024e+01,29,3.40000004e-01,17,2.00000003e-01,2,1.99999996e-02,11218,8593,7.65999985e+01,,,,7.65999985e+01,"9997",0,0.00000000e+00
"22","013","999",53,53,1.00000000e+02,12734,9.94700012e+01,12668,9.89499969e+01,66,5.19999981e-01,68,5.29999971e-01,0,0.00000000e+00,16519,12802,7.75000000e+01,,,,7.75000000e+01,"9997",0,0.00000000e+00
"22","014","999",38,38,1.00000000e+02,9531,9.97399979e+01,9485,9.92600021e+01,46,4.79999989e-01,20,2.09999993e-01,5,5.00000007e-02,12153,9556,7.86299973e+01,,,,7.86299973e+01,"9997",0,0.00000000e+00
"22","015","999",6,6,1.00000000e+02,842,9.96399994e+01,836,9.89300003e+01,6,7.09999979e-01,3,3.60000014e-01,0,0.00000000e+00,1160,845,7.28399963e+01,,,,7.28399963e+01,"9997",0,0.00000000e+00
"22","016","999",79,79,1.00000000e+02,19429,9.96999969e+01,19340,9.92399979e+01,89,4.60000008e-01,56,2.89999992e-01,3,9.99999978e-03,24731,19488,7.88000031e+01,,,,7.88000031e+01,"9997",0,0.00000000e+00
"22","017","999",41,41,1.00000000e+02,9787,9.94499969e+01,9748,9.90500031e+01,39,4.00000006e-01,54,5.50000012e-01,0,0.00000000e+00,12600,9841,7.80999985e+01,,,,7.80999985e+01,"9997",0,0.00000000e+00
"22","018","999",51,51,1.00000000e+02,12524,9.97600021e+01,12507,9.96299973e+01,17,1.40000001e-01,25,2.00000003e-01,5,2.99999993e-02,16087,12554,7.80400009e+01,,,,7.80400009e+01,"9997",0,0.00000000e+00
"22","019","999",28,28,1.00000000e+02,5935,9.95100021e+01,5893,9.88099976e+01,42,6.99999988e-01,29,4.90000010e-01,0,0.00000000e+00,7915,5964,7.53499985e+01,,,,7.53499985e+01,"9997",0,0.00000000e+00
"22","020","999",14,14,1.00000000e+02,3242,9.98499985e+01,3221,9.91999969e+01,21,6.49999976e-01,3,9.00000036e-02,2,5.99999987e-02,3963,3247,8.19300003e+01,,,,8.19300003e+01,"9997",0,0.00000000e+00
