pre_proCodigoProvincia,pre_depCodigoDepartamento,pre_munCodigoMunicipio,preMesasTotales,preMesasEscrutadas,prePorcenMesasEscrutadas,preVotosValidos,prePorcenVotosValidos,preVotosPositivos,prePorcenVotosPositivos,preVotosEnBlanco,prePorcenVotosEnBlanco,preVotosNulos,prePorcenVotosNulos,preVotosRecurridos,prePorcenVotosRecurridos,preElectores,preTotalVotantes,prePTotalVotantes,preParticipacion,preCandidatos,preParticipEscrutado,prePorcParticipEscrutado,OT_Codigo,OT_Votos,OT_PVotos
"22","021","999",103,103,1.00000000e+02,27562,9.95599976e+01,27401,9.89800034e+01,161,5.79999983e-01,120,4.30000007e-01,2,9.99999978e-03,34867,27684,7.94000015e+01,,,,7.94000015e+01,"9997",0,0.00000000e+00
"22","022","999",134,133,9.92500000e+01,34124,9.91600037e+01,33952,9.86600037e+01,172,5.00000000e-01,275,8.00000012e-01,13,3.99999991e-02,44312,34412,7.76600037e+01,,,,7.82799988e+01,"9997",0,0.00000000e+00
"22","023","999",21,21,1.00000000e+02,5228,9.98099976e+01,5196,9.91999969e+01,32,6.10000014e-01,10,1.89999998e-01,0,0.00000000e+00,6756,5238,7.75299988e+01,,,,7.75299988e+01,"9997",0,0.00000000e+00
"22","024","999",23,23,1.00000000e+02,5353,9.98300018e+01,5343,9.96500015e+01,10,1.89999998e-01,9,1.70000002e-01,0,0.00000000e+00,6896,5362,7.77600021e+01,,,,7.77600021e+01,"9997",0,0.00000000e+00
"22","025","999",30,30,1.00000000e+02,6049,9.96999969e+01,6021,9.92399979e+01,28,4.60000008e-01,18,3.00000012e-01,0,0.00000000e+00,8288,6067,7.31999969e+01,,,,7.31999969e+01,"9997",0,0.00000000e+00
"22","026","999",11,11,1.00000000e+02,2347,9.98300018e+01,2328,9.90199966e+01,19,8.10000002e-01,4,1.70000002e-01,0,0.00000000e+00,3041,2351,7.73099976e+01,,,,7.73099976e+01,"9997",0,0.00000000e+00
"22","027","999",92,92,1.00000000e+02,25202,9.95699997e+01,25053,9.89800034e+01,149,5.89999974e-01,100,4.00000006e-01,8,2.99999993e-02,31184,25310,8.11600037e+01,,,,8.11600037e+01,"9997",0,0.00000000e+00
"22","999","999",2123,2119,9.98099976e+01,557026,9.93600006e+01,553931,9.88099976e+01,3095,5.50000012e-01,3448,6.20000005e-01,151,1.99999996e-02,699370,560625,8.01600037e+01,,,,8.03000031e+01,"9997",0,0.00000000e+00
"23","001","999",1268,1267,9.99199982e+01,354371,9.88499985e+01,351225,9.79700012e+01,3146,8.79999995e-01,3857,1.08000004e+00,272,7.00000003e-02,438405,358500,8.17699966e+01,,,,8.18399963e+01,"9997",0,0.00000000e+00
"23","002","999",143,143,1.00000000e+02,40985,9.90000000e+01,40765,9.84700012e+01,220,5.29999971e-01,396,9.59999979e-01,16,3.99999991e-02,48711,41397,8.49800034e+01,,,,8.49800034e+01,"9997",0,0.00000000e+00
"23","003","999",84,84,1.00000000e+02,22257,9.90500031e+01,22068,9.82099991e+01,189,8.39999974e-01,197,8.79999995e-01,17,7.00000003e-02,27736,22471,8.10199966e+01,,,,8.10199966e+01,"9997",0,0.00000000e+00
"23","004","999",155,155,1.00000000e+02,43192,9.95299988e+01,43040,9.91800003e+01,152,3.49999994e-01,179,4.09999996e-01,23,5.99999987e-02,50997,43394,8.50899963e+01,,,,8.50899963e+01,"9997",0,0.00000000e+00
"23","005","999",189,187,9.89400024e+01,52568,9.91699982e+01,52357,9.87699966e+01,211,4.00000006e-01,415,7.79999971e-01,26,5.00000007e-02,63461,53009,8.35299988e+01,,,,8.44499969e+01,"9997",0,0.00000000e+00
"23","006","999",134,134,1.00000000e+02,38891,9.94800034e+01,38738,9.90899963e+01,153,3.89999986e-01,186,4.79999989e-01,16,3.99999991e-02,45942,39093,8.50899963e+01,,,,8.50899963e+01,"9997",0,0.00000000e+00
"23","007","999",70,70,1.00000000e+02,19636,9.93099976e+01,19569,9.89700012e+01,67,3.40000004e-01,129,6.49999976e-01,7,3.99999991e-02,23747,19772,8.32600021e+01,,,,8.32600021e+01,"9997",0,0.00000000e+00
"23","008","999",50,50,1.00000000e+02,12796,9.92600021e+01,12762,9.90000000e+01,34,2.59999990e-01,91,7.09999979e-01,4,2.99999993e-02,15189,12891,8.48700027e+01,,,,8.48700027e+01,"9997",0,0.00000000e+00
"23","009","999",36,36,1.00000000e+02,9062,9.98000031e+01,9025,9.93899994e+01,37,4.09999996e-01,17,1.89999998e-01,1,9.99999978e-03,11018,9080,8.24100037e+01,,,,8.24100037e+01,"9997",0,0.00000000e+00
"23","010","999",86,86,1.00000000e+02,22176,9.95999985e+01,22117,9.93300018e+01,59,2.59999990e-01,85,3.79999995e-01,5,2.99999993e-02,26944,22266,8.26399994e+01,,,,8.26399994e+01,"9997",0,0.00000000e+00
"23","011","999",139,139,1.00000000e+02,37897,9.92799988e+01,37742,9.88799973e+01,155,4.09999996e-01,259,6.80000007e-01,14,2.99999993e-02,45258,38170,8.43399963e+01,,,,8.43399963e+01,"9997",0,0.00000000e+00
"23","012","999",435,435,1.00000000e+02,123050,9.92500000e+01,122373,9.87099991e+01,677,5.50000012e-01,845,6.80000007e-01,83,5.99999987e-02,146500,123978,8.46299973e+01,,,,8.46299973e+01,"9997",0,0.00000000e+00
"23","013","999",105,105,1.00000000e+02,26480,9.95500031e+01,26380,9.91699982e+01,100,3.79999995e-01,112,4.19999987e-01,8,2.99999993e-02,32349,26600,8.22300034e+01,,,,8.22300034e+01,"9997",0,0.00000000e+00
"23","014","999",47,47,1.00000000e+02,11187,9.87600021e+01,11140,9.83499985e+01,47,4.09999996e-01,136,1.20000005e+00,4,3.99999991e-02,13816,11327,8.19800034e+01,,,,8.19800034e+01,"9997",0,0.00000000e+00
"23","015","999",195,195,1.00000000e+02,56932,9.89700012e+01,56556,9.83099976e+01,376,6.49999976e-01,583,1.00999999e+00,12,2.99999993e-02,66767,57527,8.61600037e+01,,,,8.61600037e+01,"9997",0,0.00000000e+00
"23","016","999",299,295,9.86600037e+01,84576,9.87099991e+01,83948,9.79800034e+01,628,7.30000019e-01,1022,1.19000006e+00,85,1.00000001e-01,101550,85683,8.43799973e+01,,,,8.50199966e+01,"9997",0,0.00000000e+00
"23","017","999",39,39,1.00000000e+02,10429,9.90000000e+01,10356,9.83099976e+01,73,6.89999998e-01,102,9.70000029e-01,3,2.99999993e-02,12777,10534,8.24499969e+01,,,,8.24499969e+01,"9997",0,0.00000000e+00
"23","999","999",3474,3467,9.98000031e+01,966485,9.90599976e+01,960161,9.84100037e+01,6324,6.49999976e-01,8611,8.79999995e-01,596,5.99999987e-02,1171167,975692,8.33099976e+01,,,,8.34400024e+01,"9997",0,0.00000000e+00
"24","001","999",187,187,1.00000000e+02,39681,9.75800018e+01,39411,9.69199982e+01,270,6.60000026e-01,958,2.35999990e+00,25,5.99999987e-02,55265,40664,7.35800018e+01,,,,7.35800018e+01,"9997",0,0.00000000e+00
"24","002","999",242,242,1.00000000e+02,53737,9.77500000e+01,53231,9.68300018e+01,506,9.20000017e-01,1218,2.22000003e+00,18,2.99999993e-02,71426,54973,7.69599991e+01,,,,7.69599991e+01,"9997",0,0.00000000e+00
"24","003","999",6,6,1.00000000e+02,220,1.00000000e+02,219,9.95500031e+01,1,4.49999988e-01,0,0.00000000e+00,0,0.00000000e+00,384,220,5.72900009e+01,,,,5.72900009e+01,"9997",0,0.00000000e+00
"24","999","999",435,435,1.00000000e+02,93638,9.76900024e+01,92861,9.68700027e+01,777,8.10000002e-01,2176,2.26999998e+00,43,5.00000007e-02,127075,95857,7.54300003e+01,,,,7.54300003e+01,"9997",0,0.00000000e+00
"88","003","999",1191,1184,9.94100037e+01,341253,9.87399979e+01,336515,9.73700027e+01,4738,1.37000000e+00,4194,1.21000004e+00,159,5.00000007e-02,415029,345606,8.32699966e+01,,,,8.37699966e+01,"9997",0,0.00000000e+00
"88","004","999",806,788,9.77699966e+01,222488,9.88899994e+01,218871,9.72900009e+01,3617,1.61000001e+00,2392,1.05999994e+00,96,3.99999991e-02,278929,224976,8.06600037e+01,,,,8.25199966e+01,"9997",0,0.00000000e+00
"88","011","999",703,695,9.88600006e+01,203451,9.91500015e+01,200273,9.75999985e+01,3178,1.54999995e+00,1625,7.90000021e-01,118,5.99999987e-02,242908,205194,8.44700012e+01,,,,8.54599991e+01,"9997",0,0.00000000e+00
"88","036","999",603,597,9.90000000e+01,172710,9.87900009e+01,170589,9.75800018e+01,2121,1.21000004e+00,2008,1.14999998e+00,108,5.99999987e-02,208954,174826,8.36699982e+01,,,,8.45199966e+01,"9997",0,0.00000000e+00
"88","038","999",834,817,9.79599991e+01,234534,9.92300034e+01,231556,9.79700012e+01,2978,1.25999999e+00,1728,7.30000019e-01,87,3.99999991e-02,289493,236349,8.16399994e+01,,,,8.33099976e+01,"9997",0,0.00000000e+00
"88","052","999",928,909,9.79499969e+01,256052,9.87900009e+01,252042,9.72399979e+01,4010,1.54999995e+00,2935,1.13000000e+00,213,7.99999982e-02,322828,259200,8.02900009e+01,,,,8.19800034e+01,"9997",0,0.00000000e+00
"88","053","999",621,619,9.96800003e+01,175421,9.86500015e+01,173566,9.76100006e+01,1855,1.03999996e+00,2265,1.26999998e+00,136,7.99999982e-02,215667,177822,8.24499969e+01,,,,8.27200012e+01,"9997",0,0.00000000e+00
"88","061","999",2735,2690,9.83499985e+01,781750,9.91800003e+01,770653,9.77699966e+01,11097,1.40999997e+00,6084,7.69999981e-01,395,5.00000007e-02,953356,788229,8.26800003e+01,,,,8.40199966e+01,"9997",0,0.00000000e+00
"88","062","999",1073,1069,9.96299973e+01,304830,9.90899963e+01,299779,9.74499969e+01,5051,1.63999999e+00,2584,8.39999974e-01,204,7.00000003e-02,372482,307618,8.25899963e+01,,,,8.29000015e+01,"9997",0,0.00000000e+00
"88","070","999",1360,1350,9.92600021e+01,385976,9.89199982e+01,380172,9.74300003e+01,5804,1.49000001e+00,4009,1.02999997e+00,201,5.00000007e-02,474224,390186,8.22799988e+01,,,,8.28899994e+01,"9997",0,0.00000000e+00
"88","077","999",1086,1065,9.80699997e+01,304794,9.89100037e+01,301135,9.77300034e+01,3659,1.19000006e+00,3173,1.02999997e+00,174,5.00000007e-02,378882,308141,8.13300018e+01,,,,8.29000015e+01,"9997",0,0.00000000e+00
"88","079","999",905,898,9.92300034e+01,261006,9.89700012e+01,257734,9.77300034e+01,3272,1.24000001e+00,2511,9.49999988e-01,194,7.99999982e-02,315395,263711,8.36100006e+01,,,,8.42699966e+01,"9997",0,0.00000000e+00
"88","080","999",759,758,9.98700027e+01,215271,9.86399994e+01,211898,9.70999985e+01,3373,1.54999995e+00,2841,1.29999995e+00,120,5.00000007e-02,264636,218232,8.24599991e+01,,,,8.25699997e+01,"9997",0,0.00000000e+00
"88","092","999",1267,1249,9.85800018e+01,359347,9.90699997e+01,354308,9.76800003e+01,5039,1.38999999e+00,3084,8.50000024e-01,276,7.99999982e-02,440143,362707,8.24100037e+01,,,,8.35999985e+01,"9997",0,0.00000000e+00
"88","105","999",367,366,9.97300034e+01,102142,9.88899994e+01,100770,9.75599976e+01,1372,1.33000004e+00,1088,1.04999995e+00,61,5.99999987e-02,125684,103291,8.21800003e+01,,,,8.24100037e+01,"9997",0,0.00000000e+00
"88","106","999",764,761,9.96100006e+01,214865,9.87699966e+01,211856,9.73899994e+01,3009,1.38000000e+00,2539,1.16999996e+00,139,5.99999987e-02,265928,217543,8.18099976e+01,,,,8.21299973e+01,"9997",0,0.00000000e+00
"88","113","999",807,805,9.97500000e+01,228855,9.83099976e+01,225732,9.69700012e+01,3123,1.34000003e+00,3770,1.62000000e+00,171,7.00000003e-02,280715,232796,8.29300003e+01,,,,8.31399994e+01,"9997",0,0.00000000e+00
"88","118","999",788,788,1.00000000e+02,224018,9.87799988e+01,220199,9.70999985e+01,3819,1.67999995e+00,2542,1.12000000e+00,215,1.00000001e-01,274161,226775,8.27200012e+01,,,,8.27200012e+01,"9997",0,0.00000000e+00
"88","122","999",665,660,9.92500000e+01,183124,9.86900024e+01,179456,9.67099991e+01,3668,1.98000002e+00,2315,1.25000000e+00,120,5.99999987e-02,230599,185559,8.04700012e+01,,,,8.10800018e+01,"9997",0,0.00000000e+00
"88","129","999",573,570,9.94800034e+01,163358,9.88199997e+01,161885,9.79300003e+01,1473,8.89999986e-01,1867,1.13000000e+00,83,5.00000007e-02,200180,165308,8.25800018e+01,,,,8.30199966e+01,"9997",0,0.00000000e+00
"88","130","999",704,701,9.95699997e+01,204543,9.88899994e+01,202063,9.76900024e+01,2480,1.20000005e+00,2121,1.02999997e+00,171,7.99999982e-02,245327,206835,8.43099976e+01,,,,8.46699982e+01,"9997",0,0.00000000e+00
"88","132","999",327,327,1.00000000e+02,96279,9.90199966e+01,95148,9.78600006e+01,1131,1.15999997e+00,910,9.39999998e-01,42,3.99999991e-02,114177,97231,8.51600037e+01,,,,8.51600037e+01,"9997",0,0.00000000e+00
"88","133","999",394,394,1.00000000e+02,114446,9.91399994e+01,112214,9.71999969e+01,2232,1.92999995e+00,904,7.79999971e-01,91,9.00000036e-02,136958,115441,8.42900009e+01,,,,8.42900009e+01,"9997",0,0.00000000e+00
"88","134","999",413,411,9.95199966e+01,117579,9.86500015e+01,116056,9.73700027e+01,1523,1.27999997e+00,1493,1.25000000e+00,114,1.00000001e-01,143843,119186,8.28600006e+01,,,,8.32600021e+01,"9997",0,0.00000000e+00
"88","999","999",20673,20471,9.90199966e+01,5868092,9.89100037e+01,5784470,9.75000000e+01,83622,1.40999997e+00,60982,1.02999997e+00,3688,5.99999987e-02,7190498,5932762,8.25100021e+01,,,,8.33199997e+01,"9997",0,0.00000000e+00
"99","999","999",94956,94170,9.91699982e+01,25406971,9.87099991e+01,25101742,9.75299988e+01,305229,1.19000006e+00,318206,1.24000001e+00,13383,3.99999991e-02,32064684,25738560,8.02699966e+01,,,,8.08899994e+01,"9997",0,0.00000000e+00
